Stagione,HomeTeam,AwayTeam,Quota_1,Quota_X,Quota_2
2023-2024,Atalanta,Fiorentina,1.57,4.39,5.22
2023-2024,Empoli,Roma,2.16,3.54,3.14
2023-2024,Frosinone,Udinese,2.5,3.01,3.02
2023-2024,Lazio,Sassuolo,1.31,5.44,8.76
2023-2024,Verona,Inter,6.72,4.99,1.41
2023-2024,Atalanta,Torino,2.44,3.5,2.7
2023-2024,Napoli,Lecce,1.35,5.26,7.7
2023-2024,Milan,Salernitana,1.11,9.82,17.79
2023-2024,Juventus,Monza,1.52,4.45,5.68
2023-2024,Genoa,Bologna,2.86,3.16,2.53
2023-2024,Cagliari,Fiorentina,4.73,3.83,1.7
2023-2024,Bologna,Juventus,2.71,3.04,2.78
2023-2024,Salernitana,Verona,5.11,3.89,1.65
2023-2024,Roma,Genoa,1.45,4.46,6.81
2023-2024,Inter,Lazio,1.55,4.38,5.5
2023-2024,Monza,Frosinone,2.97,3.45,2.3
2023-2024,Udinese,Empoli,1.93,3.19,4.33
2023-2024,Sassuolo,Cagliari,2.48,3.3,2.87
2023-2024,Torino,Milan,2.54,3.08,2.95
2023-2024,Lecce,Atalanta,3.68,3.55,1.98
2023-2024,Fiorentina,Napoli,2.1,3.42,3.46
2023-2024,Fiorentina,Monza,1.49,4.4,6.2
2023-2024,Lecce,Udinese,3.07,3.0,2.47
2023-2024,Atalanta,Roma,1.87,3.72,3.96
2023-2024,Juventus,Salernitana,1.14,8.46,16.2
2023-2024,Genoa,Sassuolo,2.3,3.32,3.13
2023-2024,Verona,Torino,3.08,2.86,2.6
2023-2024,Lazio,Empoli,1.64,3.79,5.52
2023-2024,Milan,Cagliari,1.57,4.26,5.42
2023-2024,Napoli,Bologna,1.92,3.38,4.16
2023-2024,Frosinone,Salernitana,1.36,5.0,8.08
2023-2024,Udinese,Roma,6.06,1.79,3.0
2023-2024,Milan,Inter,3.74,3.39,2.03
2023-2024,Roma,Bologna,2.35,2.92,3.49
2023-2024,Monza,Atalanta,3.93,3.69,1.89
2023-2024,Salernitana,Fiorentina,5.53,4.07,1.58
2023-2024,Torino,Frosinone,1.69,3.7,5.16
2023-2024,Sassuolo,Lecce,2.28,3.24,3.24
2023-2024,Verona,Udinese,2.75,2.9,2.89
2023-2024,Empoli,Napoli,5.0,3.97,1.66
2023-2024,Cagliari,Juventus,4.66,3.38,1.84
2023-2024,Genoa,Lazio,3.12,3.07,2.44
2023-2024,Atalanta,Verona,1.45,4.62,6.89
2023-2024,Fiorentina,Genoa,1.81,3.44,4.69
2023-2024,Inter,Cagliari,1.17,7.38,15.15
2023-2024,Sassuolo,Milan,4.39,3.86,1.75
2023-2024,Napoli,Frosinone,1.32,5.58,8.53
2023-2024,Bologna,Monza,1.51,4.01,6.76
2023-2024,Torino,Juventus,3.73,2.86,2.29
2023-2024,Lecce,Empoli,2.15,2.93,3.98
2023-2024,Lazio,Salernitana,1.32,5.19,9.47
2023-2024,Udinese,Inter,7.86,4.71,1.4
2023-2024,Juventus,Fiorentina,1.73,3.53,5.17
2023-2024,Cagliari,Atalanta,4.73,3.75,1.74
2023-2024,Verona,Genoa,2.66,2.87,3.01
2023-2024,Monza,Napoli,4.45,3.74,1.78
2023-2024,Frosinone,Bologna,4.21,3.48,1.88
2023-2024,Empoli,Torino,3.62,3.12,2.19
2023-2024,Roma,Lazio,2.1,3.16,3.83
2023-2024,Milan,Lecce,1.33,5.22,9.0
2023-2024,Lazio,Udinese,1.86,3.4,4.51
2023-2024,Fiorentina,Roma,2.54,3.22,2.86
2023-2024,Juventus,Atalanta,2.24,3.18,3.4
2023-2024,Milan,Empoli,1.41,4.65,7.74
2023-2024,Lecce,Verona,2.17,3.11,3.68
2023-2024,Genoa,Monza,2.11,3.16,3.75
2023-2024,Bologna,Inter,3.76,3.23,2.09
2023-2024,Cagliari,Salernitana,1.83,3.54,4.43
2023-2024,Sassuolo,Frosinone,2.38,3.42,2.92
2023-2024,Napoli,Torino,1.7,3.62,5.33
2023-2024,Inter,Genoa,1.25,5.88,12.22
2023-2024,Napoli,Juventus,2.29,3.13,3.39
2023-2024,Atalanta,Bologna,2.01,3.43,3.8
2023-2024,Empoli,Cagliari,2.25,3.26,3.33
2023-2024,Frosinone,Lecce,2.31,3.23,3.2
2023-2024,Verona,Sassuolo,2.37,3.31,3.02
2023-2024,Torino,Fiorentina,2.55,2.98,3.08
2023-2024,Monza,Roma,3.77,3.33,2.05
2023-2024,Udinese,Salernitana,1.66,3.71,5.54
2023-2024,Lazio,Milan,3.24,3.18,2.32
2023-2024,Inter,Atalanta,1.61,3.97,5.56
2023-2024,Sassuolo,Napoli,4.25,3.88,1.78
2023-2024,Fiorentina,Lazio,2.13,3.22,3.63
2023-2024,Roma,Torino,1.97,3.19,4.32
2023-2024,Milan,Atalanta,2.35,3.41,2.98
2023-2024,Lecce,Inter,6.85,4.31,1.48
2023-2024,Cagliari,Napoli,4.39,3.72,1.79
2023-2024,Juventus,Frosinone,1.31,5.45,9.27
2023-2024,Genoa,Udinese,2.47,2.91,3.25
2023-2024,Salernitana,Monza,3.26,3.21,2.3
2023-2024,Sassuolo,Torino,3.3,3.22,2.25
2023-2024,Roma,Inter,4.36,3.52,1.84
2023-2024,Cagliari,Lazio,3.57,3.23,2.13
2023-2024,Salernitana,Empoli,2.35,3.1,3.22
2023-2024,Roma,Cagliari,1.46,4.31,7.18
2023-2024,Inter,Juventus,1.83,3.43,4.64
2023-2024,Atalanta,Lazio,2.01,3.28,3.91
2023-2024,Napoli,Verona,1.44,4.43,7.53
2023-2024,Torino,Salernitana,1.57,3.85,6.39
2023-2024,Bologna,Sassuolo,1.62,3.83,5.68
2023-2024,Frosinone,Milan,4.51,3.93,1.73
2023-2024,Empoli,Genoa,2.89,2.9,2.73
2023-2024,Udinese,Monza,2.12,3.19,3.68
2023-2024,Lecce,Fiorentina,3.53,3.17,2.2
2023-2024,Salernitana,Roma,5.21,3.67,1.69
2023-2024,Fiorentina,Inter,4.46,3.44,1.85
2023-2024,Lazio,Napoli,2.36,3.02,3.33
2023-2024,Monza,Sassuolo,2.16,3.32,3.37
2023-2024,Verona,Frosinone,2.22,3.3,3.32
2023-2024,Genoa,Lecce,2.12,3.04,3.88
2023-2024,Milan,Bologna,1.71,3.56,5.24
2023-2024,Juventus,Empoli,1.26,5.52,12.24
2023-2024,Atalanta,Udinese,1.48,4.39,6.48
2023-2024,Cagliari,Torino,3.71,3.01,2.19
2023-2024,Lecce,Juventus,5.21,3.34,1.77
2023-2024,Salernitana,Genoa,3.23,2.99,2.44
2023-2024,Empoli,Monza,2.64,3.22,2.74
2023-2024,Frosinone,Cagliari,2.32,3.37,3.04
2023-2024,Udinese,Milan,4.03,3.59,1.88
2023-2024,Roma,Verona,1.44,4.37,7.64
2023-2024,Juventus,Roma,2.12,2.94,4.08
2023-2024,Milan,Sassuolo,1.5,4.71,5.59
2023-2024,Verona,Salernitana,1.89,3.42,4.25
2023-2024,Cagliari,Empoli,2.04,3.47,3.58
2023-2024,Udinese,Bologna,3.51,3.01,2.27
2023-2024,Atalanta,Lecce,1.35,4.97,8.43
2023-2024,Genoa,Inter,5.99,3.65,1.63
2023-2024,Lazio,Frosinone,1.59,3.97,5.74
2023-2024,Fiorentina,Torino,2.12,3.11,3.76
2023-2024,Napoli,Monza,1.56,4.16,5.73
2023-2024,Roma,Napoli,2.86,3.05,2.64
2023-2024,Inter,Lecce,1.27,5.65,11.27
2023-2024,Verona,Cagliari,2.39,3.16,3.11
2023-2024,Bologna,Atalanta,2.78,2.98,2.75
2023-2024,Torino,Udinese,1.64,3.67,5.7
2023-2024,Frosinone,Juventus,5.29,3.56,1.71
2023-2024,Monza,Fiorentina,2.8,3.21,2.57
2023-2024,Salernitana,Milan,6.87,4.5,1.45
2023-2024,Empoli,Lazio,4.34,3.41,1.87
2023-2024,Sassuolo,Genoa,2.5,3.11,2.97
2023-2024,Atalanta,Salernitana,1.26,5.96,10.99
2023-2024,Lazio,Inter,4.27,3.48,1.87
2023-2024,Bologna,Roma,2.44,2.89,3.34
2023-2024,Fiorentina,Verona,1.47,4.45,6.58
2023-2024,Udinese,Sassuolo,2.43,3.37,2.87
2023-2024,Milan,Monza,1.55,4.23,5.72
2023-2024,Torino,Empoli,1.57,3.89,6.14
2023-2024,Napoli,Cagliari,1.38,5.12,7.47
2023-2024,Lecce,Frosinone,2.17,3.21,3.53
2023-2024,Genoa,Juventus,4.61,2.93,2.01
2023-2024,Bologna,Torino,2.36,3.0,3.36
2023-2024,Verona,Lecce,2.79,2.92,2.83
2023-2024,Juventus,Inter,3.39,3.16,2.27
2023-2024,Roma,Udinese,1.63,3.73,5.74
2023-2024,Empoli,Sassuolo,2.64,3.46,2.58
2023-2024,Frosinone,Genoa,2.44,3.18,3.0
2023-2024,Cagliari,Monza,2.72,3.19,2.68
2023-2024,Milan,Fiorentina,2.1,3.31,3.6
2023-2024,Atalanta,Napoli,2.54,3.35,2.77
2023-2024,Salernitana,Lazio,4.57,3.5,1.82
2023-2024,Inter,Frosinone,1.17,7.96,13.89
2023-2024,Lazio,Roma,2.92,2.85,2.77
2023-2024,Fiorentina,Bologna,2.0,3.38,3.89
2023-2024,Udinese,Atalanta,3.49,3.38,2.12
2023-2024,Napoli,Empoli,1.26,6.24,9.81
2023-2024,Monza,Torino,2.76,3.03,2.77
2023-2024,Juventus,Cagliari,1.44,4.44,7.56
2023-2024,Lecce,Milan,4.98,3.61,1.74
2023-2024,Genoa,Verona,1.84,3.25,4.96
2023-2024,Sassuolo,Salernitana,1.74,3.93,4.45
2023-2024,Torino,Sassuolo,2.06,3.34,3.72
2023-2024,Frosinone,Empoli,2.15,3.44,3.36
2023-2024,Fiorentina,Juventus,2.86,3.11,2.63
2023-2024,Roma,Lecce,1.54,3.86,6.88
2023-2024,Cagliari,Genoa,2.68,2.97,2.92
2023-2024,Verona,Monza,3.08,3.11,2.46
2023-2024,Milan,Udinese,1.44,4.47,7.5
2023-2024,Atalanta,Inter,3.52,3.44,2.09
2023-2024,Salernitana,Napoli,7.67,5.14,1.38
2023-2024,Bologna,Lazio,2.72,3.03,2.82
2023-2024,Napoli,Fiorentina,1.57,4.33,5.5
2023-2024,Cagliari,Roma,5.0,3.5,1.77
2023-2024,Frosinone,Verona,2.21,3.32,3.37
2023-2024,Lazio,Atalanta,2.9,3.18,2.54
2023-2024,Monza,Salernitana,1.7,3.84,4.88
2023-2024,Genoa,Milan,4.26,3.32,1.94
2023-2024,Juventus,Torino,2.04,3.13,4.16
2023-2024,Inter,Bologna,1.31,5.53,9.3
2023-2024,Lecce,Sassuolo,2.63,3.35,2.66
2023-2024,Empoli,Udinese,2.84,3.25,2.55
2023-2024,Fiorentina,Cagliari,1.55,4.04,6.25
2023-2024,Sassuolo,Monza,2.09,3.76,3.24
2023-2024,Torino,Verona,1.75,3.4,5.37
2023-2024,Roma,Frosinone,1.39,4.84,7.96
2023-2024,Atalanta,Juventus,2.39,3.21,3.13
2023-2024,Udinese,Genoa,2.21,3.19,3.48
2023-2024,Bologna,Empoli,1.7,3.83,4.99
2023-2024,Salernitana,Inter,8.06,4.89,1.39
2023-2024,Milan,Lazio,1.72,3.73,5.01
2023-2024,Lecce,Napoli,4.82,3.66,1.75
2023-2024,Genoa,Roma,4.04,3.18,2.04
2023-2024,Frosinone,Fiorentina,3.78,3.53,1.98
2023-2024,Monza,Bologna,2.28,3.33,3.2
2023-2024,Inter,Sassuolo,1.25,6.58,10.01
2023-2024,Lazio,Torino,2.21,3.2,3.51
2023-2024,Napoli,Udinese,1.39,5.01,7.65
2023-2024,Cagliari,Milan,4.44,3.4,1.88
2023-2024,Empoli,Salernitana,2.64,3.15,2.79
2023-2024,Verona,Atalanta,4.23,3.58,1.87
2023-2024,Juventus,Lecce,1.5,4.21,6.93
2023-2024,Empoli,Juventus,5.47,3.96,1.62
2023-2024,Lecce,Salernitana,1.94,3.3,4.29
2023-2024,Inter,Fiorentina,1.72,3.84,4.8
2023-2024,Torino,Genoa,2.05,3.2,3.96
2023-2024,Atalanta,Monza,1.68,4.03,4.81
2023-2024,Napoli,Lazio,1.64,4.09,5.12
2023-2024,Bologna,Cagliari,1.78,3.67,4.57
2023-2024,Udinese,Frosinone,1.87,3.53,4.26
2023-2024,Roma,Milan,2.83,3.03,2.71
2023-2024,Sassuolo,Verona,1.94,3.61,3.82
2023-2024,Cagliari,Inter,7.36,4.67,1.42
2023-2024,Salernitana,Udinese,2.74,3.22,2.66
2023-2024,Lazio,Genoa,1.78,3.69,4.54
2023-2024,Napoli,Sassuolo,1.32,5.67,8.38
2023-2024,Fiorentina,Lecce,1.68,3.81,5.17
2023-2024,Juventus,Bologna,1.67,3.81,5.23
2023-2024,Milan,Torino,1.74,3.59,5.02
2023-2024,Verona,Roma,4.73,3.38,1.84
2023-2024,Frosinone,Atalanta,5.23,4.11,1.62
2023-2024,Monza,Empoli,1.91,3.6,3.96
2023-2024,Bologna,Milan,3.85,3.43,2.0
2023-2024,Torino,Cagliari,1.6,3.84,6.06
2023-2024,Lecce,Lazio,3.7,3.22,2.11
2023-2024,Udinese,Juventus,3.84,3.29,2.04
2023-2024,Roma,Salernitana,1.51,3.93,7.26
2023-2024,Sassuolo,Atalanta,3.37,3.57,2.12
2023-2024,Genoa,Fiorentina,3.26,3.24,2.3
2023-2024,Inter,Monza,1.4,4.99,7.34
2023-2024,Empoli,Verona,2.25,3.3,3.28
2023-2024,Frosinone,Napoli,6.31,4.38,1.51
2022-2023,Spezia,Verona,2.82,2.82,2.93
2022-2023,Milan,Verona,1.67,3.86,5.16
2022-2023,Roma,Spezia,1.79,3.61,4.61
2022-2023,Atalanta,Monza,1.51,4.64,5.74
2022-2023,Lecce,Bologna,2.61,3.31,2.71
2022-2023,Udinese,Juventus,5.05,4.06,1.65
2022-2023,Napoli,Sampdoria,1.09,10.48,23.0
2022-2023,Cremonese,Salernitana,2.65,3.41,2.61
2022-2023,Empoli,Lazio,3.94,3.76,1.87
2022-2023,Torino,Inter,2.53,3.44,2.72
2022-2023,Sassuolo,Fiorentina,2.55,3.59,2.61
2022-2023,Juventus,Milan,2.47,3.24,2.97
2022-2023,Lazio,Cremonese,1.22,6.67,12.17
2022-2023,Bologna,Napoli,3.88,3.46,1.97
2022-2023,Monza,Lecce,2.24,3.23,3.38
2022-2023,Verona,Empoli,1.88,3.57,4.11
2022-2023,Inter,Atalanta,1.85,3.72,4.14
2022-2023,Fiorentina,Roma,2.24,3.28,3.32
2022-2023,Salernitana,Udinese,2.84,3.29,2.53
2022-2023,Spezia,Torino,2.57,3.04,2.97
2022-2023,Sampdoria,Sassuolo,3.9,3.94,1.83
2022-2023,Empoli,Juventus,4.9,3.55,1.77
2022-2023,Roma,Salernitana,1.53,3.96,6.59
2022-2023,Udinese,Lazio,3.78,3.5,1.99
2022-2023,Napoli,Inter,2.0,3.55,3.71
2022-2023,Torino,Fiorentina,2.12,3.19,3.76
2022-2023,Lecce,Spezia,2.03,3.21,4.03
2022-2023,Milan,Sampdoria,1.14,8.45,17.38
2022-2023,Atalanta,Verona,1.45,4.62,6.98
2022-2023,Cremonese,Bologna,3.77,3.49,2.0
2022-2023,Milan,Lazio,1.86,3.49,4.43
2022-2023,Empoli,Bologna,2.74,3.04,2.79
2022-2023,Udinese,Napoli,5.98,3.88,1.6
2022-2023,Milan,Cremonese,1.34,5.08,9.63
2022-2023,Lazio,Sassuolo,1.66,4.04,5.07
2022-2023,Monza,Roma,3.9,3.16,2.09
2022-2023,Verona,Inter,5.76,3.93,1.61
2022-2023,Atalanta,Spezia,1.37,5.2,7.77
2022-2023,Juventus,Lecce,1.54,3.81,7.05
2022-2023,Salernitana,Fiorentina,4.35,3.77,1.79
2022-2023,Sampdoria,Torino,4.7,3.42,1.83
2022-2023,Bologna,Juventus,3.6,3.06,2.24
2022-2023,Fiorentina,Sampdoria,1.34,5.26,8.58
2022-2023,Cremonese,Verona,3.25,3.13,2.36
2022-2023,Napoli,Salernitana,1.19,7.07,13.94
2022-2023,Sassuolo,Empoli,2.06,3.44,3.63
2022-2023,Inter,Lazio,1.82,3.49,4.66
2022-2023,Torino,Atalanta,3.31,3.18,2.3
2022-2023,Roma,Milan,2.74,2.9,2.93
2022-2023,Spezia,Monza,2.76,3.21,2.65
2022-2023,Lecce,Udinese,2.2,3.06,3.68
2022-2023,Atalanta,Roma,2.42,3.17,3.1
2022-2023,Juventus,Napoli,3.09,3.0,2.55
2022-2023,Milan,Lecce,1.55,3.92,6.78
2022-2023,Monza,Fiorentina,3.56,3.3,2.15
2022-2023,Udinese,Cremonese,1.73,3.78,4.87
2022-2023,Empoli,Inter,5.85,4.02,1.59
2022-2023,Sampdoria,Spezia,2.75,3.18,2.69
2022-2023,Lazio,Torino,1.91,3.21,4.64
2022-2023,Salernitana,Sassuolo,3.19,3.51,2.21
2022-2023,Salernitana,Inter,6.41,4.26,1.51
2022-2023,Sassuolo,Torino,2.46,3.24,2.98
2022-2023,Empoli,Lecce,2.67,2.91,3.0
2022-2023,Napoli,Milan,1.97,3.32,4.14
2022-2023,Roma,Sampdoria,1.34,4.86,10.11
2022-2023,Monza,Lazio,3.78,3.23,2.11
2022-2023,Spezia,Salernitana,2.42,3.11,3.16
2022-2023,Bologna,Udinese,2.21,3.27,3.41
2022-2023,Juventus,Verona,1.55,3.81,6.99
2022-2023,Inter,Fiorentina,1.83,3.55,4.5
2022-2023,Cremonese,Atalanta,6.0,4.04,1.56
2022-2023,Inter,Juventus,2.04,3.24,3.96
2022-2023,Lazio,Roma,3.09,2.77,2.73
2022-2023,Fiorentina,Lecce,1.59,3.77,6.21
2022-2023,Torino,Napoli,4.92,3.43,1.79
2022-2023,Sampdoria,Verona,2.95,3.02,2.59
2022-2023,Udinese,Milan,3.64,3.32,2.1
2022-2023,Salernitana,Bologna,3.43,3.15,2.25
2022-2023,Monza,Cremonese,1.94,3.37,4.16
2022-2023,Atalanta,Empoli,1.41,4.88,7.33
2022-2023,Sassuolo,Spezia,1.74,3.82,4.58
2022-2023,Milan,Salernitana,1.25,5.98,12.38
2022-2023,Juventus,Sampdoria,1.34,4.86,10.09
2022-2023,Roma,Sassuolo,1.71,3.61,5.32
2022-2023,Cremonese,Fiorentina,4.74,3.72,1.75
2022-2023,Verona,Monza,2.52,3.09,3.02
2022-2023,Lecce,Torino,2.82,2.81,2.93
2022-2023,Bologna,Lazio,3.27,2.91,2.48
2022-2023,Napoli,Atalanta,1.67,3.86,5.14
2022-2023,Empoli,Udinese,3.02,3.3,2.4
2022-2023,Empoli,Napoli,7.06,4.61,1.45
2022-2023,Torino,Cremonese,1.68,3.57,5.74
2022-2023,Roma,Verona,1.75,3.38,5.39
2022-2023,Spezia,Juventus,5.51,3.81,1.65
2022-2023,Fiorentina,Empoli,1.64,3.92,5.39
2022-2023,Salernitana,Lazio,4.91,3.59,1.75
2022-2023,Atalanta,Lecce,1.46,4.34,7.54
2022-2023,Inter,Udinese,1.43,4.62,7.29
2022-2023,Monza,Milan,3.52,3.29,2.17
2022-2023,Sampdoria,Bologna,3.42,3.17,2.25
2022-2023,Sassuolo,Napoli,5.37,3.97,1.62
2022-2023,Sampdoria,Inter,9.17,4.74,1.37
2022-2023,Verona,Salernitana,1.76,3.56,5.01
2022-2023,Napoli,Cremonese,1.18,6.98,16.5
2022-2023,Juventus,Fiorentina,1.75,3.54,5.11
2022-2023,Bologna,Monza,2.36,3.14,3.22
2022-2023,Udinese,Sassuolo,2.01,3.46,3.72
2022-2023,Lazio,Atalanta,2.24,3.23,3.38
2022-2023,Lecce,Roma,4.13,3.12,2.04
2022-2023,Empoli,Spezia,2.0,3.38,3.85
2022-2023,Milan,Torino,1.73,3.56,5.15
2022-2023,Salernitana,Juventus,6.63,4.19,1.51
2022-2023,Monza,Sampdoria,1.8,3.44,4.86
2022-2023,Verona,Lazio,4.22,3.39,1.92
2022-2023,Inter,Milan,1.97,3.3,4.19
2022-2023,Fiorentina,Bologna,1.81,3.58,4.55
2022-2023,Torino,Udinese,2.44,3.09,3.13
2022-2023,Spezia,Napoli,8.11,4.93,1.38
2022-2023,Sassuolo,Atalanta,3.83,3.78,1.9
2022-2023,Roma,Empoli,1.49,4.21,6.93
2022-2023,Verona,Lecce,2.23,3.02,3.66
2022-2023,Empoli,Sampdoria,2.1,3.21,3.77
2022-2023,Roma,Fiorentina,2.13,3.26,3.67
2022-2023,Atalanta,Salernitana,1.32,5.38,9.33
2022-2023,Torino,Spezia,1.74,3.55,5.08
2022-2023,Udinese,Bologna,1.89,3.4,4.31
2022-2023,Sassuolo,Lazio,3.61,3.76,1.97
2022-2023,Inter,Verona,1.34,5.29,8.69
2022-2023,Lecce,Milan,5.07,3.71,1.71
2022-2023,Cremonese,Monza,2.75,3.09,2.74
2022-2023,Napoli,Juventus,2.05,3.33,3.82
2022-2023,Bologna,Atalanta,3.41,3.29,2.2
2022-2023,Verona,Cremonese,2.24,3.21,3.43
2022-2023,Milan,Roma,1.84,3.59,4.33
2022-2023,Sampdoria,Napoli,7.16,4.43,1.45
2022-2023,Lazio,Empoli,1.51,4.3,6.36
2022-2023,Spezia,Lecce,2.35,3.09,3.29
2022-2023,Salernitana,Torino,3.77,3.28,2.08
2022-2023,Monza,Inter,5.8,4.16,1.57
2022-2023,Juventus,Udinese,1.72,3.68,5.02
2022-2023,Fiorentina,Sassuolo,1.79,3.86,4.29
2022-2023,Inter,Napoli,2.38,3.29,3.06
2022-2023,Udinese,Empoli,1.68,3.86,5.12
2022-2023,Cremonese,Juventus,4.73,3.52,1.8
2022-2023,Fiorentina,Monza,1.81,3.68,4.44
2022-2023,Roma,Bologna,1.67,3.68,5.54
2022-2023,Lecce,Lazio,3.73,3.27,2.09
2022-2023,Spezia,Atalanta,4.67,3.87,1.74
2022-2023,Torino,Verona,1.63,3.75,5.94
2022-2023,Salernitana,Milan,8.08,4.8,1.4
2022-2023,Spezia,Udinese,3.78,3.52,1.99
2022-2023,Juventus,Inter,3.04,3.23,2.43
2022-2023,Roma,Lazio,2.12,3.26,3.66
2022-2023,Monza,Verona,2.15,3.38,3.41
2022-2023,Sampdoria,Fiorentina,4.3,3.45,1.88
2022-2023,Bologna,Torino,2.97,3.06,2.56
2022-2023,Milan,Spezia,1.22,6.54,12.52
2022-2023,Atalanta,Napoli,3.2,3.52,2.21
2022-2023,Empoli,Sassuolo,3.14,3.51,2.22
2022-2023,Salernitana,Cremonese,2.2,3.41,3.29
2022-2023,Udinese,Lecce,1.63,3.78,5.69
2022-2023,Monza,Bologna,2.32,3.18,3.26
2022-2023,Verona,Roma,4.23,3.56,1.86
2022-2023,Torino,Milan,3.8,3.28,2.07
2022-2023,Lazio,Salernitana,1.48,4.39,6.62
2022-2023,Cremonese,Udinese,3.85,3.67,1.92
2022-2023,Spezia,Fiorentina,4.16,3.54,1.88
2022-2023,Empoli,Atalanta,4.56,3.82,1.75
2022-2023,Inter,Sampdoria,1.21,6.71,13.67
2022-2023,Lecce,Juventus,3.82,3.22,2.08
2022-2023,Napoli,Sassuolo,1.26,6.27,9.81
2022-2023,Sassuolo,Verona,2.23,3.53,3.12
2022-2023,Cremonese,Sampdoria,2.18,3.27,3.48
2022-2023,Roma,Napoli,3.12,3.36,2.31
2022-2023,Atalanta,Lazio,2.01,3.54,3.67
2022-2023,Bologna,Lecce,2.19,3.12,3.64
2022-2023,Udinese,Torino,1.95,3.31,4.19
2022-2023,Fiorentina,Inter,3.3,3.39,2.2
2022-2023,Milan,Monza,1.45,4.46,7.22
2022-2023,Salernitana,Spezia,2.14,3.32,3.54
2022-2023,Sassuolo,Inter,4.2,4.06,1.76
2022-2023,Verona,Udinese,3.42,3.43,2.13
2022-2023,Juventus,Bologna,1.5,4.16,6.89
2022-2023,Atalanta,Fiorentina,2.08,3.4,3.6
2022-2023,Lecce,Cremonese,2.04,3.37,3.76
2022-2023,Sampdoria,Monza,2.46,3.18,3.0
