Stagione,HomeTeam,AwayTeam,Quota_1,Quota_X,Quota_2
2022-2023,Sassuolo,Salernitana,2.07,3.58,3.46
2022-2023,Lazio,Spezia,1.42,4.91,6.93
2022-2023,Empoli,Milan,5.58,4.16,1.58
2022-2023,Inter,Roma,2.07,3.43,3.64
2022-2023,Napoli,Torino,1.61,3.88,5.63
2022-2023,Milan,Napoli,2.3,3.18,3.32
2022-2023,Roma,Atalanta,2.13,3.41,3.48
2022-2023,Cremonese,Lazio,4.0,3.74,1.86
2022-2023,Fiorentina,Verona,1.84,3.61,4.33
2022-2023,Monza,Juventus,4.16,3.77,1.81
2022-2023,Udinese,Inter,3.7,3.63,1.98
2022-2023,Torino,Sassuolo,1.83,3.53,4.51
2022-2023,Spezia,Sampdoria,2.63,3.15,2.83
2022-2023,Bologna,Empoli,2.14,3.43,3.41
2022-2023,Salernitana,Lecce,2.21,3.25,3.39
2022-2023,Empoli,Roma,4.97,3.79,1.7
2022-2023,Juventus,Salernitana,1.51,4.09,6.7
2022-2023,Lazio,Verona,1.62,4.17,5.16
2022-2023,Bologna,Fiorentina,3.33,3.32,2.22
2022-2023,Lecce,Monza,2.49,3.21,2.95
2022-2023,Sassuolo,Udinese,2.67,3.42,2.61
2022-2023,Atalanta,Cremonese,1.36,5.18,8.07
2022-2023,Sampdoria,Milan,6.62,4.35,1.49
2022-2023,Inter,Torino,1.54,4.34,5.81
2022-2023,Sassuolo,Milan,5.07,4.16,1.63
2022-2023,Fiorentina,Napoli,3.26,3.52,2.17
2022-2023,Lecce,Empoli,2.25,3.33,3.22
2022-2023,Salernitana,Sampdoria,2.44,3.12,3.08
2022-2023,Verona,Atalanta,3.85,3.84,1.88
2022-2023,Milan,Bologna,1.33,5.43,8.44
2022-2023,Spezia,Sassuolo,3.13,3.51,2.22
2022-2023,Cremonese,Torino,3.57,3.34,2.11
2022-2023,Juventus,Roma,2.48,3.06,3.11
2022-2023,Lazio,Inter,4.02,3.73,1.85
2022-2023,Monza,Udinese,3.02,3.43,2.32
2022-2023,Sampdoria,Juventus,5.31,3.82,1.65
2022-2023,Roma,Cremonese,1.23,6.39,11.53
2022-2023,Atalanta,Milan,2.84,3.45,2.42
2022-2023,Bologna,Verona,2.08,3.39,3.59
2022-2023,Empoli,Fiorentina,3.2,3.61,2.15
2022-2023,Napoli,Monza,1.29,5.9,9.48
2022-2023,Inter,Spezia,1.14,8.39,17.56
2022-2023,Sassuolo,Lecce,1.82,3.97,3.91
2022-2023,Torino,Lazio,2.86,3.3,2.49
2022-2023,Udinese,Salernitana,1.67,3.95,4.96
2022-2023,Juventus,Sassuolo,1.49,4.66,6.02
2022-2023,Verona,Napoli,3.72,3.55,1.98
2022-2023,Salernitana,Roma,6.76,4.52,1.46
2022-2023,Spezia,Empoli,2.43,3.34,2.9
2022-2023,Fiorentina,Cremonese,1.58,4.27,5.37
2022-2023,Lazio,Bologna,1.68,3.98,4.81
2022-2023,Lecce,Inter,8.64,5.38,1.33
2022-2023,Monza,Torino,2.58,3.12,2.9
2022-2023,Milan,Udinese,1.46,4.59,6.66
2021-2022,Salernitana,Udinese,1.85,3.84,3.86
2021-2022,Venezia,Cagliari,5.31,4.0,1.61
2021-2022,Inter,Sampdoria,1.13,8.83,17.17
2021-2022,Sassuolo,Milan,6.57,4.83,1.44
2021-2022,Spezia,Napoli,4.48,4.09,1.69
2021-2022,Atalanta,Empoli,1.19,7.58,11.65
2021-2022,Fiorentina,Juventus,1.81,3.79,4.14
2021-2022,Lazio,Verona,1.89,3.66,3.84
2021-2022,Genoa,Bologna,1.84,3.83,3.9
2021-2022,Torino,Roma,3.55,3.58,2.02
2021-2022,Juventus,Lazio,2.08,3.51,3.44
2021-2022,Sampdoria,Fiorentina,5.8,4.28,1.54
2021-2022,Cagliari,Inter,7.35,5.46,1.35
2021-2022,Milan,Atalanta,1.86,3.66,4.06
2021-2022,Napoli,Genoa,1.67,4.39,4.36
2021-2022,Bologna,Sassuolo,2.35,3.77,2.71
2021-2022,Roma,Venezia,1.24,6.19,10.78
2021-2022,Udinese,Spezia,1.64,3.93,5.1
2021-2022,Verona,Torino,1.96,3.42,3.89
2021-2022,Empoli,Salernitana,2.92,3.59,2.27
2021-2022,Fiorentina,Roma,2.66,3.29,2.68
2021-2022,Verona,Milan,4.99,3.86,1.67
2021-2022,Salernitana,Cagliari,2.38,3.06,3.23
2021-2022,Venezia,Bologna,3.13,3.51,2.22
2021-2022,Spezia,Atalanta,6.39,4.79,1.45
2021-2022,Lazio,Sampdoria,1.44,4.66,6.98
2021-2022,Sassuolo,Udinese,2.42,3.64,2.74
2021-2022,Torino,Napoli,3.47,3.49,2.09
2021-2022,Genoa,Juventus,3.63,3.33,2.1
2021-2022,Inter,Empoli,1.13,8.98,17.19
2021-2022,Verona,Sampdoria,1.66,3.88,5.14
2021-2022,Inter,Roma,1.64,3.96,5.23
2021-2022,Torino,Spezia,1.64,3.74,5.66
2021-2022,Venezia,Atalanta,6.86,4.74,1.44
2021-2022,Udinese,Salernitana,1.65,3.92,5.22
2021-2022,Atalanta,Verona,1.63,4.03,5.18
2021-2022,Napoli,Roma,2.02,3.48,3.7
2021-2022,Lazio,Torino,1.64,3.89,5.44
2021-2022,Juventus,Bologna,1.34,5.04,9.03
2021-2022,Fiorentina,Venezia,1.36,5.02,8.63
2021-2022,Sampdoria,Salernitana,1.76,3.59,4.78
2021-2022,Udinese,Empoli,1.6,4.09,5.54
2021-2022,Cagliari,Sassuolo,2.56,3.48,2.66
2021-2022,Milan,Genoa,1.36,4.91,8.91
2021-2022,Spezia,Inter,10.32,5.45,1.29
2021-2022,Bologna,Sampdoria,2.33,3.19,3.22
2021-2022,Torino,Milan,4.56,3.56,1.82
2021-2022,Roma,Salernitana,1.34,5.19,8.85
2021-2022,Napoli,Fiorentina,1.77,3.71,4.55
2021-2022,Sassuolo,Atalanta,2.99,3.77,2.21
2021-2022,Venezia,Udinese,3.76,3.41,2.02
2021-2022,Genoa,Lazio,3.7,3.31,2.08
2021-2022,Cagliari,Juventus,6.38,3.83,1.58
2021-2022,Inter,Verona,1.42,4.83,7.21
2021-2022,Empoli,Spezia,1.89,3.43,4.34
2021-2022,Milan,Bologna,1.32,5.21,9.69
2021-2022,Verona,Genoa,1.82,3.44,4.69
2021-2022,Juventus,Inter,2.94,3.19,2.51
2021-2022,Sampdoria,Roma,4.58,3.75,1.77
2021-2022,Atalanta,Napoli,2.23,3.29,3.33
2021-2022,Fiorentina,Bologna,1.6,4.09,5.49
2021-2022,Milan,Empoli,1.35,5.24,8.33
2021-2022,Sampdoria,Juventus,5.31,3.67,1.69
2021-2022,Salernitana,Sassuolo,3.7,3.92,1.9
2021-2022,Spezia,Cagliari,2.78,3.05,2.72
2021-2022,Napoli,Milan,2.14,3.24,3.59
2021-2022,Juventus,Spezia,1.28,5.67,10.81
2021-2022,Bologna,Torino,2.84,3.07,2.66
2021-2022,Fiorentina,Verona,2.0,3.51,3.71
2021-2022,Venezia,Sassuolo,3.33,3.65,2.09
2021-2022,Genoa,Empoli,2.59,3.23,2.79
2021-2022,Cagliari,Lazio,3.84,3.39,2.01
2021-2022,Roma,Atalanta,2.59,3.24,2.79
2021-2022,Udinese,Sampdoria,1.77,3.64,4.7
2021-2022,Inter,Salernitana,1.13,8.59,20.43
2021-2022,Atalanta,Sampdoria,1.39,4.79,8.01
2021-2022,Lazio,Napoli,2.85,3.24,2.55
2021-2022,Spezia,Roma,4.89,3.71,1.73
2021-2022,Verona,Venezia,1.62,3.86,5.48
2021-2022,Torino,Cagliari,1.71,3.58,5.36
2021-2022,Sassuolo,Fiorentina,2.61,3.53,2.58
2021-2022,Empoli,Juventus,4.89,3.79,1.71
2021-2022,Salernitana,Bologna,3.34,3.33,2.21
2021-2022,Genoa,Inter,9.11,5.17,1.34
2021-2022,Milan,Udinese,1.49,4.17,7.18
2021-2022,Bologna,Spezia,1.88,3.48,4.27
2021-2022,Cagliari,Napoli,5.43,3.66,1.69
2021-2022,Udinese,Lazio,2.74,3.07,2.76
2021-2022,Inter,Sassuolo,1.27,6.13,9.49
2021-2022,Venezia,Genoa,2.51,3.11,3.01
2021-2022,Venezia,Napoli,7.55,4.4,1.45
2021-2022,Atalanta,Cagliari,1.22,6.56,12.53
2021-2022,Fiorentina,Lazio,2.36,3.35,3.02
2021-2022,Inter,Milan,1.88,3.58,4.14
2021-2022,Roma,Genoa,1.36,5.0,8.47
2021-2022,Milan,Juventus,2.7,3.12,2.76
2021-2022,Empoli,Roma,3.8,3.98,1.86
2021-2022,Napoli,Salernitana,1.12,8.53,21.84
2021-2022,Spezia,Sampdoria,2.59,3.15,2.84
2021-2022,Torino,Sassuolo,1.95,3.58,3.82
2021-2022,Cagliari,Fiorentina,6.35,4.29,1.51
2021-2022,Lazio,Atalanta,2.3,3.51,2.99
2021-2022,Inter,Venezia,1.1,9.84,22.88
2021-2022,Genoa,Udinese,3.51,3.21,2.18
2021-2022,Verona,Bologna,1.81,3.64,4.35
2021-2022,Fiorentina,Genoa,1.4,4.69,7.96
2021-2022,Milan,Spezia,1.28,5.79,10.06
2021-2022,Bologna,Napoli,4.33,3.56,1.85
2021-2022,Atalanta,Inter,3.1,3.49,2.25
2021-2022,Roma,Cagliari,1.35,5.22,8.47
2021-2022,Venezia,Empoli,2.81,3.49,2.43
2021-2022,Sassuolo,Verona,2.42,3.39,2.89
2021-2022,Juventus,Udinese,1.42,4.5,7.89
2021-2022,Salernitana,Lazio,9.53,5.44,1.3
2021-2022,Sampdoria,Torino,3.55,3.34,2.12
2021-2022,Cagliari,Bologna,2.9,3.29,2.45
2021-2022,Torino,Fiorentina,2.96,3.3,2.42
2021-2022,Inter,Lazio,1.35,5.13,8.31
2021-2022,Verona,Salernitana,1.33,5.33,8.94
2021-2022,Roma,Juventus,3.0,3.18,2.46
2021-2022,Milan,Napoli,2.09,3.44,3.52
2021-2022,Sampdoria,Venezia,1.76,3.68,4.69
2021-2022,Torino,Verona,2.22,3.28,3.37
2021-2022,Spezia,Empoli,2.64,3.49,2.58
2021-2022,Fiorentina,Sassuolo,1.89,3.61,4.02
2021-2022,Cagliari,Udinese,3.07,3.22,2.39
2021-2022,Bologna,Juventus,4.13,3.46,1.91
2021-2022,Atalanta,Roma,1.72,4.01,4.45
2021-2022,Salernitana,Inter,17.56,8.11,1.14
2021-2022,Lazio,Genoa,1.58,3.89,6.08
2021-2022,Roma,Spezia,1.37,5.03,7.89
2021-2022,Inter,Cagliari,1.16,7.81,17.19
2021-2022,Napoli,Empoli,1.38,5.02,7.88
2021-2022,Sassuolo,Lazio,2.43,3.48,2.88
2021-2022,Verona,Atalanta,3.61,3.69,1.99
2021-2022,Torino,Bologna,2.13,3.31,3.54
2021-2022,Udinese,Milan,4.34,3.51,1.86
2021-2022,Venezia,Juventus,8.2,4.54,1.41
2021-2022,Fiorentina,Salernitana,1.28,5.73,10.54
2021-2022,Genoa,Sampdoria,3.42,3.11,2.3
2021-2022,Cagliari,Torino,3.17,3.16,2.38
2021-2022,Empoli,Udinese,2.36,3.38,3.0
2021-2022,Juventus,Genoa,1.2,6.38,15.56
2021-2022,Sampdoria,Lazio,3.26,3.49,2.17
2021-2022,Spezia,Sassuolo,3.01,3.48,2.32
2021-2022,Venezia,Verona,3.79,3.41,2.01
2021-2022,Bologna,Fiorentina,2.92,3.18,2.55
2021-2022,Napoli,Atalanta,2.72,3.37,2.59
2021-2022,Roma,Inter,3.83,3.61,1.95
2021-2022,Milan,Salernitana,1.22,6.42,13.23
2021-2022,Torino,Udinese,2.09,3.21,3.83
2021-2022,Verona,Empoli,1.74,3.79,4.74
2021-2022,Genoa,Roma,4.44,4.0,1.73
2021-2022,Inter,Napoli,2.22,3.37,3.32
2021-2022,Bologna,Venezia,1.66,3.8,5.36
2021-2022,Salernitana,Sampdoria,2.89,3.21,2.53
2021-2022,Sassuolo,Cagliari,1.59,4.27,5.37
2021-2022,Fiorentina,Milan,2.93,3.26,2.47
2021-2022,Lazio,Juventus,2.95,3.19,2.51
2021-2022,Atalanta,Spezia,1.25,6.36,10.44
2021-2022,Milan,Inter,3.46,3.48,2.12
2021-2022,Lazio,Salernitana,1.3,5.66,9.74
2021-2022,Napoli,Verona,1.43,4.78,7.17
2021-2022,Sampdoria,Bologna,2.69,3.26,2.67
2021-2022,Udinese,Sassuolo,2.23,3.44,3.23
2021-2022,Venezia,Roma,5.33,3.86,1.65
2021-2022,Cagliari,Atalanta,5.94,4.5,1.52
2021-2022,Juventus,Fiorentina,1.65,3.75,5.6
2021-2022,Spezia,Torino,3.43,3.42,2.13
2021-2022,Empoli,Genoa,2.15,3.49,3.32
2021-2022,Bologna,Cagliari,1.68,3.89,5.15
2021-2022,Roma,Milan,2.33,3.45,3.02
2021-2022,Salernitana,Napoli,10.19,5.46,1.3
2021-2022,Fiorentina,Spezia,1.63,4.11,5.19
2021-2022,Genoa,Venezia,1.99,3.47,3.85
2021-2022,Sassuolo,Empoli,1.69,4.24,4.47
2021-2022,Inter,Udinese,1.35,5.06,9.07
2021-2022,Torino,Sampdoria,1.82,3.62,4.41
2021-2022,Verona,Juventus,4.4,3.61,1.82
2021-2022,Atalanta,Lazio,1.96,3.87,3.55
2021-2022,Venezia,Fiorentina,4.05,3.49,1.93
2021-2022,Juventus,Roma,1.9,3.59,4.06
2021-2022,Napoli,Torino,1.36,5.06,8.39
2021-2022,Empoli,Atalanta,5.11,4.19,1.62
2021-2022,Genoa,Sassuolo,3.08,3.43,2.3
2021-2022,Udinese,Bologna,2.22,3.35,3.33
2021-2022,Cagliari,Sampdoria,2.45,3.32,2.91
2021-2022,Milan,Verona,1.56,4.19,5.81
2021-2022,Lazio,Inter,3.21,3.34,2.28
2021-2022,Spezia,Salernitana,2.1,3.34,3.64
2021-2022,Atalanta,Milan,2.14,3.49,3.38
2021-2022,Roma,Empoli,1.37,5.36,7.32
2021-2022,Fiorentina,Napoli,3.82,3.55,1.96
2021-2022,Sampdoria,Udinese,2.2,3.23,3.47
2021-2022,Verona,Spezia,1.57,4.27,5.54
2021-2022,Bologna,Lazio,3.09,3.42,2.3
2021-2022,Sassuolo,Inter,4.76,4.36,1.64
2021-2022,Torino,Juventus,4.36,3.32,1.92
2021-2022,Salernitana,Genoa,2.73,3.13,2.73
2021-2022,Cagliari,Venezia,1.79,3.58,4.68
2021-2022,Venezia,Torino,3.52,3.26,2.18
2021-2022,Napoli,Cagliari,1.24,6.4,11.73
2021-2022,Lazio,Roma,2.44,3.34,2.95
2021-2022,Empoli,Bologna,2.68,3.47,2.56
2021-2022,Sassuolo,Salernitana,1.38,5.02,7.83
2021-2022,Udinese,Fiorentina,2.96,3.19,2.5
2021-2022,Juventus,Sampdoria,1.35,5.23,8.19
2021-2022,Genoa,Verona,2.66,3.21,2.74
2021-2022,Inter,Atalanta,1.91,3.74,3.83
2021-2022,Spezia,Milan,5.8,4.13,1.57
2021-2022,Bologna,Verona,2.18,3.47,3.3
2021-2022,Roma,Sassuolo,1.6,4.41,5.04
2021-2022,Milan,Lazio,2.28,3.39,3.16
2021-2022,Cagliari,Genoa,2.04,3.41,3.72
2021-2022,Spezia,Udinese,3.33,3.41,2.19
2021-2022,Torino,Salernitana,1.69,3.79,5.11
2021-2022,Sampdoria,Inter,5.19,4.04,1.64
2021-2022,Atalanta,Fiorentina,1.6,4.1,5.47
2021-2022,Napoli,Juventus,2.15,3.45,3.38
2021-2022,Empoli,Venezia,1.68,3.99,4.84
2021-2022,Milan,Cagliari,1.48,4.4,6.64
2021-2022,Salernitana,Roma,7.06,4.43,1.46
2021-2022,Genoa,Napoli,5.64,4.0,1.6
2021-2022,Sassuolo,Sampdoria,2.11,3.54,3.4
2021-2022,Fiorentina,Torino,1.91,3.66,3.9
2021-2022,Juventus,Empoli,1.25,6.09,11.68
2021-2022,Atalanta,Bologna,1.3,5.82,9.03
2021-2022,Lazio,Spezia,1.31,5.43,9.34
2021-2022,Verona,Inter,5.45,4.22,1.59
2021-2022,Udinese,Venezia,1.75,3.59,4.94
2021-2022,Sampdoria,Milan,3.59,3.42,2.08
2021-2022,Cagliari,Spezia,1.82,3.58,4.54
2021-2022,Roma,Fiorentina,1.62,4.18,5.12
2021-2022,Napoli,Venezia,1.23,6.44,12.46
2021-2022,Bologna,Salernitana,1.54,4.32,6.01
2021-2022,Udinese,Juventus,6.83,4.06,1.52
2021-2022,Empoli,Lazio,3.94,3.74,1.89
2021-2022,Torino,Atalanta,6.03,4.43,1.51
2021-2022,Inter,Genoa,1.29,5.46,10.78
2021-2022,Verona,Sassuolo,2.56,3.41,2.72
2020-2021,Atalanta,Milan,2.33,3.96,2.64
2020-2021,Bologna,Juventus,10.03,6.13,1.25
2020-2021,Napoli,Verona,1.23,6.52,10.42
2020-2021,Sassuolo,Lazio,1.72,4.43,3.95
2020-2021,Spezia,Roma,4.9,4.57,1.56
2020-2021,Torino,Benevento,1.63,4.39,4.58
2020-2021,Inter,Udinese,1.44,4.77,6.4
2020-2021,Cagliari,Genoa,1.84,3.8,3.89
2020-2021,Crotone,Fiorentina,3.59,4.03,1.84
2020-2021,Sampdoria,Parma,1.67,4.35,4.14
2020-2021,Lazio,Torino,2.27,3.15,3.29
2020-2021,Verona,Bologna,2.11,3.64,3.24
2020-2021,Milan,Cagliari,1.29,5.76,9.49
2020-2021,Parma,Sassuolo,6.47,4.87,1.44
2020-2021,Benevento,Crotone,1.38,5.27,6.95
2020-2021,Udinese,Sampdoria,2.37,3.41,2.95
2020-2021,Fiorentina,Napoli,6.64,4.91,1.42
2020-2021,Roma,Lazio,3.34,3.86,2.02
2020-2021,Juventus,Inter,2.11,3.64,3.28
2020-2021,Genoa,Atalanta,14.5,7.72,1.16
2020-2021,Spezia,Torino,3.19,2.91,2.5
2020-2021,Crotone,Verona,4.04,3.91,1.82
2020-2021,Atalanta,Benevento,1.15,7.98,15.66
2020-2021,Bologna,Genoa,2.19,3.26,3.4
2020-2021,Inter,Roma,1.63,4.33,4.76
2020-2021,Lazio,Parma,1.25,6.13,10.59
2020-2021,Sampdoria,Spezia,2.52,3.45,2.71
2020-2021,Sassuolo,Juventus,4.64,4.38,1.64
2020-2021,Torino,Milan,4.65,4.02,1.7
2020-2021,Cagliari,Fiorentina,2.32,3.01,3.35
2020-2021,Verona,Spezia,2.07,3.47,3.58
2020-2021,Lazio,Milan,2.27,3.49,3.06
2020-2021,Torino,Napoli,3.69,3.76,1.93
2020-2021,Atalanta,Bologna,1.23,6.56,11.79
2020-2021,Cagliari,Roma,3.22,3.64,2.14
2020-2021,Fiorentina,Juventus,5.44,3.94,1.63
2020-2021,Inter,Verona,1.3,5.41,10.39
2020-2021,Benevento,Udinese,3.26,3.24,2.29
2020-2021,Sassuolo,Sampdoria,1.96,3.76,3.65
2020-2021,Parma,Crotone,1.92,3.63,3.92
2020-2021,Genoa,Spezia,2.4,3.0,3.29
2020-2021,Napoli,Lazio,2.07,3.61,3.45
2020-2021,Roma,Atalanta,4.28,4.11,1.73
2020-2021,Bologna,Torino,2.49,3.24,2.92
2020-2021,Crotone,Sampdoria,3.12,3.56,2.22
2020-2021,Genoa,Benevento,2.05,3.19,3.97
2020-2021,Juventus,Parma,1.25,6.14,11.5
2020-2021,Spezia,Inter,9.3,5.54,1.3
2020-2021,Udinese,Cagliari,2.29,3.24,3.29
2020-2021,Milan,Sassuolo,1.89,3.71,3.98
2020-2021,Verona,Fiorentina,2.61,3.17,2.83
2020-2021,Napoli,Inter,2.99,3.34,2.39
2020-2021,Torino,Roma,2.91,3.44,2.39
2020-2021,Atalanta,Juventus,2.3,3.49,3.03
2020-2021,Bologna,Spezia,1.92,3.75,3.79
2020-2021,Lazio,Benevento,1.33,5.27,9.06
2020-2021,Milan,Genoa,1.42,4.69,7.54
2020-2021,Cagliari,Parma,2.28,3.42,3.1
2020-2021,Sassuolo,Fiorentina,2.6,3.19,2.82
2020-2021,Crotone,Udinese,3.67,3.54,2.01
2020-2021,Atalanta,Udinese,1.43,4.43,7.6
2020-2021,Cagliari,Verona,2.73,3.21,2.66
2020-2021,Milan,Sampdoria,1.49,4.43,6.58
2020-2021,Roma,Napoli,2.57,3.33,2.79
2020-2021,Fiorentina,Milan,3.71,3.46,2.03
2020-2021,Juventus,Benevento,1.16,7.84,16.39
2020-2021,Sampdoria,Torino,2.54,3.25,2.85
2020-2021,Udinese,Lazio,3.83,3.32,2.04
2020-2021,Verona,Atalanta,4.81,3.84,1.71
2020-2021,Spezia,Cagliari,2.75,3.11,2.74
2020-2021,Crotone,Bologna,4.27,3.8,1.81
2020-2021,Parma,Genoa,2.49,3.1,3.06
2020-2021,Torino,Sassuolo,2.53,3.32,2.8
2020-2021,Milan,Napoli,2.85,3.3,2.53
2020-2021,Cagliari,Juventus,6.77,4.54,1.46
2020-2021,Parma,Roma,5.59,4.17,1.58
2020-2021,Torino,Inter,9.36,5.24,1.33
2020-2021,Bologna,Sampdoria,2.24,3.35,3.26
2020-2021,Genoa,Udinese,3.37,2.94,2.4
2020-2021,Benevento,Fiorentina,3.61,3.25,2.14
2020-2021,Sassuolo,Verona,2.46,3.23,2.97
2020-2021,Atalanta,Spezia,1.29,5.81,9.71
2020-2021,Lazio,Crotone,1.27,5.87,10.39
2020-2021,Inter,Atalanta,2.01,3.49,3.75
2020-2021,Napoli,Bologna,1.49,4.4,6.43
2020-2021,Sampdoria,Cagliari,2.17,3.34,3.42
2020-2021,Crotone,Torino,3.33,3.31,2.22
2020-2021,Fiorentina,Parma,1.96,3.31,4.16
2020-2021,Verona,Milan,2.95,3.2,2.5
2020-2021,Roma,Genoa,1.44,4.62,7.24
2020-2021,Spezia,Parma,2.34,3.21,3.18
2020-2021,Juventus,Crotone,1.15,7.92,17.36
2020-2021,Benevento,Roma,5.98,4.5,1.51
2020-2021,Atalanta,Napoli,1.73,3.9,4.64
2020-2021,Milan,Inter,4.23,3.66,1.85
2020-2021,Parma,Udinese,3.68,3.21,2.14
2020-2021,Sassuolo,Bologna,2.3,3.45,3.06
2020-2021,Genoa,Verona,2.8,2.99,2.79
2020-2021,Lazio,Sampdoria,1.6,3.98,5.8
2020-2021,Cagliari,Torino,2.77,3.25,2.61
2020-2021,Fiorentina,Spezia,1.98,3.36,3.99
2020-2021,Verona,Parma,2.3,3.12,3.37
2020-2021,Inter,Lazio,1.67,3.9,5.14
2020-2021,Crotone,Sassuolo,3.77,3.61,1.97
2020-2021,Cagliari,Atalanta,6.47,4.58,1.47
2020-2021,Sampdoria,Fiorentina,2.84,3.18,2.59
2020-2021,Roma,Udinese,1.73,3.77,4.79
2020-2021,Spezia,Milan,6.16,4.42,1.51
2020-2021,Napoli,Juventus,3.45,3.36,2.16
2020-2021,Torino,Genoa,2.01,3.26,4.06
2020-2021,Bologna,Benevento,1.92,3.59,3.99
2020-2021,Lazio,Cagliari,1.43,4.81,6.81
2020-2021,Parma,Bologna,3.05,3.19,2.43
2020-2021,Milan,Crotone,1.21,6.66,13.49
2020-2021,Udinese,Verona,2.68,3.0,2.88
2020-2021,Benevento,Sampdoria,2.87,3.33,2.49
2020-2021,Genoa,Napoli,4.53,3.56,1.82
2020-2021,Juventus,Roma,1.64,4.06,5.13
2020-2021,Atalanta,Torino,1.45,4.65,6.77
2020-2021,Sassuolo,Spezia,1.8,3.66,4.43
2020-2021,Benevento,Torino,3.04,3.23,2.42
2020-2021,Udinese,Atalanta,3.77,3.52,1.99
2020-2021,Cagliari,Milan,5.43,3.95,1.62
2020-2021,Inter,Juventus,2.39,3.32,3.02
2020-2021,Atalanta,Genoa,1.2,6.96,13.46
2020-2021,Crotone,Benevento,2.64,3.31,2.69
2020-2021,Sassuolo,Parma,1.73,3.9,4.6
2020-2021,Napoli,Fiorentina,1.6,4.01,5.62
2020-2021,Sampdoria,Udinese,2.93,3.22,2.51
2020-2021,Torino,Spezia,1.99,3.36,3.95
2020-2021,Bologna,Verona,2.24,3.31,3.28
2020-2021,Lazio,Roma,2.95,3.41,2.39
